Date,Opinion
19-10-2019,"Based on your question about diesel vs petrol, I assume you're not in the US so some of the advice here could be a little off with respect to your exact situation, but not by much…

Can I afford this car? Note, I didn't say can I afford the payment on this car. The payment should go into your bank account each month. That's how you're going to buy your next car when it's time to replace this one.
Can this car do nearly everything I need? If you're married with four children, you'll obviously need something with more space than if you're single. Likewise, if you frequently have to carry large objects, your car will have to accommodate them.
What is the cost to operate this car? This probably goes to your diesel vs petrol question, and you'll have to decide. In the US, there are very few diesel models available, although the VW TDI Jetta / Golf get exceedingly good fuel mileage compared to most gassers on the market, the recent VW emissions scandal notwithstanding.
Once my warranty expires, how reliable is this car likely to be? Does this manufacturer have a great reputation (like Toyota and Honda), or is their reputation a bit more sketchy? For example, some people have great long-term reliability from Chrysler products but based on what I've seen, I would never take the chance on owning one outside of the warranty period.
Service plan - I assume you're talking about the manufacturer’s warranty? Sure, a longer warranty is to your benefit - as long as you don't have to pay for it. Never purchase an extended warranty, which dealers in the US typically push."
27-03-2020,"First thing you need to know is your need. You must know for what purposes you are buying the car
How much you drive, you are buying Car for you or your family, where you mostly drive( city or highway)
Once you have figured it out, its time for you to know your butdget
Now as you have some definite reasons to buy a car as well as you know your budget. Now you just checked the cars in your budget having the things you need
for 1500km or more/months » go for diesel
Only city driving, »go for a hatchback

Only highway driving» go for a sedan

Driving in village and bad roads» Go for an SUV

At last,If you budget is above 5.5 lakhs, buy a car having safety features e.g Airbags, ABS(Anti lock breaking system), EBD( Electronic brakeforce distribution)"
16-12-2019,"Having worked for a very long time in Automobile industry Make a note of following things,which a Dealer will never tell you:-

Buy a car from a reputed Dealer only.

Thoroughly check the papers you receive from the Dealers Insurance,Engine number ,Number,your name on the Papers,Address.

Some time when car is being Bought from Factory to showroom During Logistics the car get damaged ,which the dealer never tells,they simple swap the part of the car with old car.Bumpers,Engine parts, Bonnet,Electrical parts,you will never come to know this,only if you are an insider you are aware of this Practices.Sad to say buy Good dealer also Practices this sometimes…

Check the Discount mentioned on the sales invoice whether property printed according to you needs, incase of company purchase cars.

Thoroughly check the car before taking the delivery because,inspect for Dents,scratches.

Check whether accessories that you have ordered, have been fitted property or not on your car.

Avoid Buying Accessories from the dealership,it is low in quality and they sell it for high margin make 40–50 % margin by selling you this cheap Chinese made products.Buying only basic accessories is fine Mud flaps,matting which are genuine.

If you want to fit any electrical items in your car getting it fitted from your Authorized dealer only ,or else warranty will get lapsed.

When taking delivery of your car make sure you take delivery during the day time only between 9am to 5:30 pm. To make sure there are no scratches,dents,if any issue on the car body will be visible only during the day time, and easy to spot it."
20-10-2019,"Define your budget. How much money do you have now (down payment) and how much do you want to spend per month? I ALWAYS recommend living below your means. It leads to financial stability, having savings and investments.
Define what you want from your car.. As a consultant I use the acronym S.P.A.C.C.E.D, Safety, Performance, Appearance, Comfort, Convenience, Economy, Durability. If you can quantify the importance of each to your situation, it will help narrow down your options considerably.
Use the information from 1 & 2 to come up with a list of options, and then go check them out, see which fits what you are looking for the most.

Remember, there is no one right answer. I sell Hyundai's, they make a lot of sense, for a lot of people, but not everyone. For instance they have America's Best Warranty. That matters if you care about economy. Not everyone does.
In 2012 they had the lowest average cost of repair of ANY manufacturer according to carmd .com That matters if you care about durability/economy.

Now any manufacturer is pretty damn safe now, and very similar in safety features unless you spend a lot of money. So the biggest variation in safety comes in size class. It's physics, the more mass your vehicle has, and the more crumple zone, the safer it is.
Performance and Economy are basically opposites on a sliding scale. You could choose a 10 in performance, 1 in economy like a ferrari. Or a 10 in economy, like subcompact commuter car, that's a 1 in performance. Or a little compromise like say a Hyundai Veloster that I'd say is like a 3 in engine performance, a 6 in handling performance, and a 9 in economy. But you have to decide how important each is.

Comfort is entirely subjective, you have to see if you think the seat, interior, and ride is comfortable for you.

Convenience is also subjective. Some people like everything digital, some the more retro interiors. Some people like tech everything, some are happy with a working radio.

I can ask questions and narrow it down to a class and a couple great car options in about 10 minutes, that's the job of a Sales consultant. If you find a good one they can help you, just keep in mind they want to sell one of THEIR cars. And many old car salesman just want to sell you whatever car makes them the most money, so take everything with a grain of salt."
23-05-2019,"Your lifestyle. How much driving each week will you do? What kind of terrains will you be traversing? Do you have other transportation? Go for the dream car. Long distances, high miles? Might want something practical and reliable.
Affordability. Choose a car that won't expense more than 25–30% of your income, including fuel and maintenance.
Features. What kind of driver are you? Do you need or will you use certain safety features? Do you need creature comforts such as heated seats? Do you eat or drink a lot in your car? Might want to get easy-to-clean seats.
Dealer reputation and size. Buy-here/pay-here shops don't have a slew of technicians to run the safety inspections properly, or it is too expensive to get *all* of the car's needs fixed in order to make a profit. Publicly-held dealerships don't want negative experiences getting back to the stockholders so they will do most of the important stuff, even if it means decreasing the profit on a preowned car.
Future resale value. If you buy a rare vehicle, or one that isn't mass-produced, you can expect a decent future value if you take care of it. The more features a car has, often the higher the resale value is. Durable leather seats, for example, will hold up longer than fabric or cheap leather-like seats. The more adaptable a vehicle is to many terrains and lifestyles, the more likely it will be in demand when you want to sell it."
12-04-2020,"This is a very subjective question as buying a car largely depends on the affordability. So will try to give a precise and concise answer IMO. This is very specific to India.

Work out the budget. My rule of thumb is to limit the budget to 60% of annual income.
Shortlist all options within that budget. This is the mot subjective area. I know people who don't buy a Maruti Suzuki or a Tata by principle. A friend of mine hates Hyundai cars because he feels nauseous every time he is in one! Also, post sales service quality is ignored by most at great later cost.
From this list, remove any car without basic safety features like ABS or airbags. These SHOULD NOT be options - again IMO.
Now that you have a shortlist, cross check features against each of them. Example: You may want an automatic hatchback in which case Hyundai Grand i10 is a popular choice. But even its top variant has ZERO airbags. Another example: You might drive your car only in the city in which case keyless entry and auto folding ORVMs are very useful features.
By now you should be down to 3 or 4 options. Test drive each of those - with family if possible and make your choice!"
31-01-2018,"I look at what I need in a car first. I have a fairly big family. My Camry technically seats 5 but not really. Four is the realistic number of seats. Sometimes that’s not enough. The trunk is a good size but isn’t always big enough. So I have a larger SUV that seats up to 8 and has good cargo space. One of the first things I look at is if the car meets my seating and cargo needs.

I look at price. Can I afford the car? Am I choking on the price? It scares me looking at prices and thinking I might need $40–50k for my next SUV. <gulp>

I look at repair reputation. I don’t want a lot of maintenance problems. I bought the Camry because I had too many problems with the Chevy predecessor.

Those are the main things I look for. After that are things like appearance, does it have all the gadgets and features I want. What’s the drivability like. For the SUV, what is the towing capacity.

I am looking for a car that meets my transportation needs. I want a car that drives nicely, but I am not looking for a “driver’s car”, even though it sounds great. I also don’t want a tinny, rattling, underpowered econobox. I would like decent fuel mileage but not to the point where I don’t have enough size or power. I want a car that is very reliable."
18-01-2018,"It will be 5 different set of reasons depending on if the vehicle will be new or used.

If the car is new :

Nr 1 Practicality.

It should have place for everybody in our family and all our stuff in case of long journeys. It shouldn't be too long because of tight parking spaces where we live and it should have enough holders for our drinks.

Nr 2 Economy / Performance

It must be a diesel around 150-180 hp. I drive a lot and diesel economy helps to compensate the expensive taxes diesels pay in my country. Low end torque also helps in heavy traffic and full cargo. Top speed doesn't matter when you are driving with the family onboard. If it does 100mph is more than enough.

Nr 3 Extra options

I like comfort and gadgets. If a specific model gives me the chance to make my car more personal is a big plus.

Nr 4 Price

It's nice if all the above comes with a nice price and good paying options

Nr 5 Insurance and Services

The service interval is not an issue cos I'm going to service the car more often. I'm most interested for the service cost while the car is under guarantee because after that I will service it by myself. And of course the insurance cost is something I consider when I buy a new car.

If the car is used

Nr 1 Rust

The first thing I check on a used car. Rust is cancer and it can be only worse.

Nr 2 Engine noise

I'll listen to it both idling and while driving. Strange noises is an instant no-go

Nr3 Transmission

Nice, smooth transition to all gears. Strange noises is an instant no-go

Nr4 Steering and suspension

I listen for noises and vibrations.

Nr 5 Price

If I find something wrong with the car that is not mentioned in the add, I'll try to get the price down. If not, well, there's plenty of cars to choose out there"
16-09-2017,"When buying a brand new car, the two factors are majorily important:

Value for money
Suitable features to fit our needs
When you have a limited budget, first thing to do is note down all available options in the budget. Then compare differences, and identify the car that includes most of the features you needed in your budget. Test drive that car, and enquire about its service. If you like it, buy with peace of mind. You can also rely on online reviews and public comments, however there are many biased opinions roaming online."
10-01-2018,"Cost (obviously)
Tax & Registration Fees (not-so-obvious and caught me off guard a few times - either paying cash or negotiating a sweet deal on a new car in-state and then getting to Out the Door numbers and being like “where did that extra 10% come from?!” - a few times that has pushed me from ‘I’m excited to get this car!’ to ‘Screw this, I’ll keep shopping for something else.’)
Insurance (again, not-so-obvious and surprised me a few times *cough* Tesla *cough*)
Power/Performance
Mileage (as I’ve gotten older, I get more annoyed with needing to fuel up gas or electric cars ‘too frequently’, less than once a week so this is a factor for me now. I loved having a huge gas tank in my Raptor and it annoyed the bejesus out of me having a small gas tank in my GT500 and Focus ST - for example).
“Washability” - I like my cars to look good and don’t do automatic car washes so something that usually plays around in the back of my head is how intricate the exterior design is, especially around the grill and how hard it is going to be for me to keep the car looking nice. It’s never caused me to NOT get a car, just something I think about.
These are more or less in order, especially 1, 2 and 3."
12-09-2019,"Price, gas mileage, engine specs, and because it's new style.

Personally I look for a V6, they are usually the best engine for the streets, unless you're buying a truck gas mileage is important, and price should match its functionality. Style is a plus too.

Now if you're buying a car for fun, sports car or luxury, I recommend doing personal research and finding exactly what you want to buy, cars are expensive! It would be terrible to buy one you don't like."
14-10-2020,"A few key elements to consider:

Price.

Reliability.

Fuel economy."
12-06-2019,"Your intended use - city, country, trade, commuter, touring, sports etc.

Price.

Reliability if known or reliability of brand.

Price.

Comfort - you’ll be spending a lot of time sitting on those seats.

Price.

Diesel Vs petrol depends really on your use and the relative cost of diesel fuel and diesel option over the expected lifetime of vehicle.

Price.

Fuel economy is a big one - between vehicles, between diesel and petrol and the often overlooked cost of premium fuel if demanded.

Price.

Service plan is low on the list because if a good plan is not supplied your warranty is still upheld if you take your vehicle to an accredited mechanic.

Price.

If possible buy through a reputable dealer that will do warranty work without a fuss."
26-11-2018,"the following simple things should be kept in mind while buying your first care.

1.Budget

2.Right car for us

3.New or Used Car

4.petrol or Diesel card

5.Manufacturer research

6.Dealer or from Online classified websites

7.Best Time to buy

8.Test Drive yourself

9.Second Opinion

10.Discounts & Documentation"
04-05-2019,"First of all you should be concerned that you need a brand new or used car then the budget. While discussing about budget, if you select a costly car then you should be known to its maintenance cost.

If you will use it more or drive too much then go for the diesel with a great fuel economy. Or if you will drive from work to home then petrol is good because the servicing and maintenance of petrol cars are comparatively lesser then the diesel vehicle but in case you drive too much then the diesel one good because you need a better mileage if you go long."
16-04-2019,"Price
Features it offers for the price you pay.
Comfort for your family members and you, mileage.
Colour, style, design and also the space it offers and also the boot.
Drivability it offers on most of the roads you drive.
Service and maintenance, long term review from the old customers.
Resale value should be considered because now a days if you feel this car is great one, you will be surprised with a new one in a month or two. So, while buying one make sure you love it even competition has better choices for you in future."
18-12-2020,"Drivability and low insurance are the most important things. Both of these features can often be found cheaply in old (early 2000s or before) cars. An added benefit of an older car is that it'll usually be easier to maintain than a modern one.

Get a car that's fun though. It should make you look forward to driving it and be disappointed when your journey ends. I've had this experience with a 1990s Toyota Corolla and a Ford KA mk1. I use these as examples because I own both but there are definitely other similarly good cars available. These cars are low powered so they're cheap to insure but light enough to be enjoyable to drive.

I would also suggest avoiding cars with ABS braking and any other assists. This may seem like a bad idea for an inexperienced driver but I believe that it's better to learn or gain experience in a car that does exactly what the driver wants and nothing else. If you learn the physical limits of grip and braking somewhere safe early on in a simple car then you will be a better, safer driver in the future even if you later 'upgrade' to a more modern vehicle."
12-04-2018,"how much you can make your monthly payment. If you can’t afford $500. a month stay away from experience cars.
Know the gas mileage of the car. Will it fit into your budget
Have some kind of idea on insurance coverage and how much it will cost you.
How many passengers can you take.
Do I want to shift or automatic transmission
What options do I want / need."
20-05-2020,"Make sure that the vehicle you are considering meets your needs, and yes, your wants. If you are on a budget, consider maintenance and insurance costs as well as purchase price and fuel mileage. if your prospective seller either 1. Cannot provide you with a paper history of maintenance performed, or 2. "
16-06-2017,"Features that you want. Seating capacity, wifi, blue tooth, hifi sound system, hard top, convertible, sunroof, leather, cloth, color, power seats, ergonimics, performance and fuel economy. This is just a few considerations. Are you paying cash or financing. Do want to keep a car for a long time or if you want something new every 2 or 3 years consider leasing."
21-06-2019,"f the new car that I am looking for is not an improvement over what I am already driving;what is the point of going for one in the first place!

Improvement on my existing car on these parameters:-

*Safety.

*Power.

*Drive-ability.

*Convenience.

*Snob value.

*Gizmos on offer.

Yes,there are times when our requirement changes over a period of time.That’s when we might consider going in for a vehicle which will offer us more in terms of space or flexibility."
28-03-2018,"It depends on how i plan to use it and with who~if its just for local commute then a sedan would do, if you plan to commute to long distances an SUV would probably be better. Also if you have a family or not would be a factor to consider, if you're gonna be you and maybe partner then a sedan is recommended, if you have kids then a mini van or SUV. For the finances, check the engine cc of the vehicle you plan to buy coz at least in where i live, the insurance tends to be expensive when your engine has bigger cc."
14-11-2019,"Depreciation. A motor vehicle is a depreciating asset. New or used it will be worth less when you sell it unless it's already very old.
The year and make and model are very important. Some companies make great reliable cars. But the first few years of a platform or model tends to be rough. And the last couple years of a given model tend to be near flawless because the manufacturer has addressed any major flaws.
If it's German, it's going to be difficult or expensive to maintain. If it's Asian or American, it feels like you never have to do much work. Like Ford for instance, I have two of their Mexican made cars and a ton of tools…but they never need any work.
If it's hybrid, you have to figure out how long a battery will last and how much it will cost to fix. Unless you drive a lot or drive in heavy city traffic, it's probably cheaper to just avoid hybrids ."
16-04-2017,"Parking space
Usage = City, Countryside, Number of people seating inside frequently
Short/Long trips
Performance, driving dynamics or Comfort
Boot space required
Fuel type
Safety
Availability of spare parts and service center network
Features required
Durability"
